,Gender,Edu_level,Years_experience,Salary,J_Back end Developer,J_Data Analyst,J_Data Scientist,J_Financial Manager,J_Front end Developer,J_Full Stack Engineer,J_Human Resources Manager,J_Junior Sales Associate,J_Marketing Analyst,J_Marketing Coordinator,J_Marketing Manager,J_Operations Manager,J_Product Manager,J_Senior Project Engineer,J_Senior Software Engineer,J_Software Developer,J_Software Engineer,J_Software Engineer Manager,Gender_e
1393,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1394,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1395,Female,Master,6.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1396,Female,Master,4.0,110000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1397,Male,PhD,14.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1398,Male,Master,9.0,145000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1399,Male,PhD,14.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1400,Male,PhD,12.0,165000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1401,Male,Master,7.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1402,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1403,Male,Master,10.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1404,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1405,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1406,Male,Master,6.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,Female,Bachelor,3.0,85000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1408,Male,PhD,18.0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1409,Male,Master,8.0,140000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,Male,Bachelor,2.0,65000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1412,Male,Master,6.0,120000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,Male,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,Female,Master,3.0,90000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1415,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1416,Male,PhD,18.0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1417,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1418,Female,Master,4.0,110000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1419,Male,PhD,14.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1420,Female,Master,2.0,65000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1421,Male,PhD,14.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1422,Female,Bachelor,1.0,55000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1423,Male,Master,7.0,130000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1425,Female,Master,5.0,120000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1426,Female,Master,10.0,155000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1427,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1428,Female,Master,3.0,100000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1429,Male,Master,9.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1430,Female,Master,12.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1431,Male,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,Male,Master,10.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1433,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1434,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1435,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1437,Male,Master,7.0,140000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,Male,Bachelor,1.0,55000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1440,Male,PhD,14.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1441,Male,Master,6.0,130000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,Male,PhD,14.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1443,Male,PhD,12.0,165000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1444,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1445,Male,Master,6.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,Male,Bachelor,1.0,60000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,Female,Master,11.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1448,Male,Master,7.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1449,Female,Master,4.0,110000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1450,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,Male,Master,9.0,145000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1452,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1453,Male,PhD,17.0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1454,Male,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,Male,Bachelor,4.0,95000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,Female,Master,3.0,100000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1457,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1458,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1459,Male,Master,10.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1460,Male,PhD,18.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1461,Male,Master,6.0,125000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1462,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1463,Male,Master,7.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1464,Male,PhD,14.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1465,Male,Master,11.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1466,Male,Master,9.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1467,Female,Bachelor,1.0,60000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1468,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,Male,PhD,14.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1470,Female,Bachelor,1.0,55000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1471,Female,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1472,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1473,Male,Master,7.0,140000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,Male,PhD,13.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1475,Female,Master,2.0,70000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1476,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1477,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1478,Male,Master,6.0,125000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1479,Male,PhD,12.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1480,Male,Master,8.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1481,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1482,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,Male,Master,11.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1485,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1486,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1487,Male,Master,6.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,Male,Master,10.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1489,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1490,Male,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1492,Male,Master,7.0,135000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1493,Male,Bachelor,1.0,55000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1495,Female,Master,2.0,70000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1496,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1497,Male,Master,11.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1498,Male,Master,9.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1499,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1500,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1502,Male,Master,6.0,125000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1503,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1504,Female,Master,2.0,70000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1505,Male,Master,10.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1506,Male,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1508,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1509,Male,Master,11.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1510,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1511,Male,Master,9.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1512,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,Female,Master,2.0,70000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1514,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1515,Male,Master,7.0,135000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1516,Male,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1518,Male,Master,10.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1519,Male,Master,11.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1520,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1521,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1523,Male,Master,6.0,125000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1524,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1525,Male,Master,9.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1526,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,Female,Master,2.0,70000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1528,Male,Bachelor,5.0,95000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,Female,Master,12.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1530,Male,Bachelor,2.0,75000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,Female,PhD,18.0,210000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1532,Male,Master,7.0,135000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,Male,PhD,12.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1534,Male,Bachelor,1.0,55000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1536,Female,PhD,11.0,165000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1537,Female,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1538,Male,Bachelor,6.0,120000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1540,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1541,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1542,Male,Master,8.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1543,Male,Master,6.0,130000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,Female,Master,2.0,70000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1545,Male,Master,11.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1546,Male,Master,6.0,125000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1547,Male,Master,10.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1548,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1550,Male,Master,7.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1551,Male,Master,6.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,Female,Master,10.0,155000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1553,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1554,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,Male,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1557,Female,Master,3.0,100000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1558,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1559,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1560,Male,Master,7.0,135000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1561,Female,PhD,12.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1562,Male,Bachelor,1.0,55000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,Male,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,Male,PhD,14.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1565,Female,Bachelor,1.0,55000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1566,Female,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1567,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1568,Male,Master,7.0,140000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,Male,PhD,13.0,180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1570,Female,Master,2.0,70000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1571,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1572,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1573,Male,Master,6.0,125000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1574,Male,PhD,12.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1575,Male,Master,8.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1576,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1577,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,Male,Master,11.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1580,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1581,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1582,Male,Master,6.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,Male,Master,10.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1584,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1585,Male,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1587,Male,Master,7.0,135000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1588,Male,Bachelor,1.0,55000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1590,Female,Master,2.0,70000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1591,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1592,Male,Master,11.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1593,Male,Master,9.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1594,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1595,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1597,Male,Master,6.0,125000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1598,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1599,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1600,Male,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,Male,PhD,14.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1602,Male,Master,10.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1603,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1604,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,Male,Master,7.0,140000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1607,Male,Master,8.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1608,Female,Master,2.0,70000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1609,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1610,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1611,Male,Master,7.0,135000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1612,Female,PhD,12.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1613,Male,Bachelor,1.0,55000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,Male,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1616,Female,Master,3.0,100000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1617,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1618,Male,PhD,16.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1619,Male,Master,6.0,125000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1620,Male,PhD,12.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1621,Male,Master,8.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1622,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1623,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,Male,Bachelor,2.0,70000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,Male,Master,11.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1626,Male,PhD,13.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1627,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1628,Male,Master,6.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,Male,Master,10.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1630,Male,PhD,15.0,185000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1631,Male,Bachelor,3.0,80000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,Male,PhD,17.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1633,Male,Master,7.0,135000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
